path,model,n_obs,term,coef,se,pvalue
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__domain_governance_law_history,-0.114468,0.835266,0.890997
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__domain_health_biomedicine,-2.250536,1.46137,0.123556
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__domain_physical_infrastructure_environment,-33.783736,1.512266,0.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_glm46,0.253155,2563979891826529.0,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_gptoss120b,0.625761,4977137437075422.0,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_gptoss20b,0.096929,3795695722213852.0,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_kimik2,0.170869,2915898700508680.0,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_mistralsmall32,1.274434,7666802617716486.0,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_qwen32b,0.442939,2262335198670547.5,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__attacker_qwen8b,1.160068,502741155260121.3,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_glm46,-39.642609,85535557.6675,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_gptoss120b,8.723706,185893524.433789,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_gptoss20b,6.645164,123450468.1229,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_kimik2,-27.636062,95008937.222283,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_mistralsmall32,-14.325253,137360403.406484,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_qwen32b,-18.687333,32595189.978474,1.0
falsification.gate_safety_policy_vs_standard.baseline_target_binary,logit,2006,__defender_qwen8b,-25.550687,16544926.334293,0.999999
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,const,-4.699681,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,gate_iv_safety_policy_gate,0.287729,0.712189,0.686208
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,ScenarioComplexity_z,-0.782537,0.530269,0.140015
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,attacker_capability_z,-0.050303,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,defender_capability_z,0.560491,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,context_document_word_count_z,1.130225,0.447389,0.011528
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__domain_digital_information_systems,-1.328861,1.070432,0.214449
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__domain_finance_markets,-25.56894,0.863291,0.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__domain_governance_law_history,-0.079503,0.883969,0.928336
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__domain_health_biomedicine,-42.047609,0.837163,0.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__domain_physical_infrastructure_environment,-25.722726,0.953928,0.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_glm46,1.287811,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_gptoss120b,-0.124366,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_gptoss20b,0.718017,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_kimik2,-1.008872,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_mistralsmall32,1.030606,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_qwen32b,0.131442,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__attacker_qwen8b,-0.096733,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_glm46,0.560544,23971743.477617,1.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_gptoss120b,0.108025,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_gptoss20b,0.533852,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_kimik2,-0.769112,13105380.812172,1.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_mistralsmall32,0.343533,,
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_qwen32b,-0.797967,47988869.235342,1.0
falsification.gate_safety_policy_vs_standard.control_shift_to_target,logit,2006,__defender_qwen8b,0.291632,10171925.236914,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,const,3.986548,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,mtd_z,3.440198,198.077927,0.986143
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,ScenarioComplexity_z,0.593137,0.212214,0.00519
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,attacker_capability_z,0.076054,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,defender_capability_z,-0.962279,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,context_document_word_count_z,-0.31864,0.200389,0.11181
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__domain_digital_information_systems,-1.458743,0.484486,0.002605
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__domain_finance_markets,-0.288343,0.647048,0.655866
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__domain_governance_law_history,-0.071571,0.573274,0.900645
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__domain_health_biomedicine,-0.989693,0.51957,0.056802
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__domain_physical_infrastructure_environment,-0.32544,0.520337,0.531682
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_glm46,0.109446,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_gptoss120b,-2.055948,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_gptoss20b,1.138164,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_kimik2,0.421927,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_mistralsmall32,-1.365781,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_qwen32b,-0.894248,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__attacker_qwen8b,-0.783637,,
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_glm46,0.611211,17943534.897636,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_gptoss120b,-2.28715,74180354.932555,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_gptoss20b,-1.236099,47117573.70368,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_kimik2,-1.750514,35612889.811949,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_mistralsmall32,-2.82044,106284431.175951,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_qwen32b,-0.479732,33708351.051962,1.0
falsification.gate_safety_policy_vs_standard.engaged_direct_effect_on_success,logit,451,__defender_qwen8b,0.657569,6596108.764383,1.0
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,const,346.571885,28.273325,0.0
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,gate_iv_safety_short_gate,22.842308,10.160471,0.028832
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,ScenarioComplexity_z,-1.948915,2.774657,0.485563
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,attacker_capability_z,17.501485,10.180241,0.091533
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,defender_capability_z,-12.484626,1.621504,0.0
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,context_document_word_count_z,7.382537,2.412798,0.003499
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__domain_digital_information_systems,-13.527658,8.018235,0.097573
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__domain_finance_markets,-18.560192,6.035461,0.003349
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__domain_governance_law_history,-1.468472,6.523544,0.822781
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__domain_health_biomedicine,-4.357744,6.092355,0.477635
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__domain_physical_infrastructure_environment,-15.404717,5.514213,0.007279
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_glm46,-65.501921,27.325613,0.020154
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_gptoss120b,131.792456,30.246733,6.2e-05
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_gptoss20b,139.226008,26.512518,3e-06
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_kimik2,-118.997227,26.807405,4.7e-05
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_mistralsmall32,-11.668921,50.249565,0.817279
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_qwen32b,-187.809722,26.678888,0.0
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__attacker_qwen8b,-183.582345,31.196406,0.0
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_glm46,11.481326,7.791959,0.146649
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_gptoss120b,11.377819,4.780113,0.021002
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_gptoss20b,4.646243,5.9944,0.441793
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_kimik2,7.460308,6.105358,0.227245
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_mistralsmall32,-25.461157,8.733711,0.005232
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_qwen32b,-2.586448,6.592221,0.696404
style_contamination.attacker_style_len_words,style_contamination_attacker_style_len_words,506,__defender_qwen8b,-0.990752,7.127877,0.88999
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,const,19.509703,1.573601,0.0
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,gate_iv_safety_short_gate,0.66464,0.353222,0.065486
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,ScenarioComplexity_z,0.02442,0.189427,0.897922
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,attacker_capability_z,1.345352,0.579459,0.024199
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,defender_capability_z,-0.594872,0.107045,1e-06
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,context_document_word_count_z,0.234095,0.174384,0.185294
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__domain_digital_information_systems,-0.430365,0.441843,0.334554
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__domain_finance_markets,-1.592056,0.435996,0.000606
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__domain_governance_law_history,-1.371257,0.560635,0.017869
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__domain_health_biomedicine,-0.197544,0.491208,0.689215
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__domain_physical_infrastructure_environment,-1.138633,0.533244,0.037468
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_glm46,-3.514126,1.728228,0.047133
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_gptoss120b,7.49748,1.695898,5e-05
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_gptoss20b,9.507685,1.568842,0.0
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_kimik2,-9.592326,1.511106,0.0
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_mistralsmall32,-1.490717,2.770288,0.592798
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_qwen32b,-12.599047,1.453463,0.0
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__attacker_qwen8b,-11.903845,1.770836,0.0
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_glm46,0.533807,0.378919,0.164858
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_gptoss120b,0.088383,0.320713,0.783961
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_gptoss20b,0.459811,0.351383,0.196433
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_kimik2,0.325541,0.289834,0.266512
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_mistralsmall32,-1.694797,0.517809,0.001895
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_qwen32b,0.242858,0.445618,0.588089
style_contamination.attacker_style_len_sentences,style_contamination_attacker_style_len_sentences,506,__defender_qwen8b,-0.20535,0.5318,0.700968
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,const,1.576793,0.243461,0.0
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,gate_iv_safety_short_gate,0.32831,0.19318,0.0952
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,ScenarioComplexity_z,-0.049868,0.091968,0.589977
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,attacker_capability_z,-0.478239,0.135783,0.000901
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,defender_capability_z,-0.049531,0.036111,0.176062
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,context_document_word_count_z,0.074952,0.093982,0.428778
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__domain_digital_information_systems,-0.437443,0.265821,0.105871
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__domain_finance_markets,-0.430693,0.207061,0.042468
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__domain_governance_law_history,-0.206752,0.262132,0.433848
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__domain_health_biomedicine,-0.370248,0.254702,0.152052
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__domain_physical_infrastructure_environment,-0.276121,0.25623,0.286173
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_glm46,-1.110599,0.147425,0.0
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_gptoss120b,-0.246883,0.392195,0.531784
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_gptoss20b,-0.055802,0.597208,0.925915
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_kimik2,-1.19486,0.152499,0.0
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_mistralsmall32,-1.188117,0.428203,0.007659
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_qwen32b,-0.824983,0.210933,0.000268
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__attacker_qwen8b,-0.802596,0.318279,0.014782
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_glm46,0.287984,0.161764,0.080875
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_gptoss120b,0.087392,0.078616,0.271413
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_gptoss20b,-0.020622,0.131436,0.875931
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_kimik2,0.066753,0.095342,0.486963
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_mistralsmall32,0.000666,0.157405,0.99664
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_qwen32b,0.078152,0.151795,0.608839
style_contamination.attacker_style_hedging_markers,style_contamination_attacker_style_hedging_markers,506,__defender_qwen8b,-0.000131,0.127593,0.999184
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,const,0.564479,0.17417,0.002081
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,gate_iv_safety_short_gate,0.029847,0.049437,0.548648
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,ScenarioComplexity_z,0.028564,0.043064,0.510082
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,attacker_capability_z,-0.106502,0.049645,0.036624
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,defender_capability_z,-0.004692,0.02456,0.849237
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,context_document_word_count_z,0.036849,0.051412,0.476739
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__domain_digital_information_systems,0.101097,0.084182,0.235222
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__domain_finance_markets,0.114101,0.104815,0.281352
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__domain_governance_law_history,-0.197784,0.116857,0.096529
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__domain_health_biomedicine,0.327743,0.145625,0.028666
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__domain_physical_infrastructure_environment,0.402378,0.180036,0.029739
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_glm46,0.427991,0.167042,0.013338
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_gptoss120b,-0.366931,0.159616,0.025564
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_gptoss20b,-0.300026,0.16736,0.078838
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_kimik2,-0.513711,0.154407,0.001617
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_mistralsmall32,-0.607776,0.269774,0.02851
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_qwen32b,-0.619399,0.146752,9.8e-05
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__attacker_qwen8b,-0.600127,0.182459,0.001807
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_glm46,0.02828,0.083108,0.735014
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_gptoss120b,0.05826,0.0789,0.463589
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_gptoss20b,0.032717,0.08073,0.686945
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_kimik2,0.122909,0.064365,0.061712
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_mistralsmall32,0.054405,0.099649,0.587424
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_qwen32b,0.097129,0.101219,0.341703
style_contamination.attacker_style_aggressive_markers,style_contamination_attacker_style_aggressive_markers,506,__defender_qwen8b,0.151557,0.101345,0.140841
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,const,2496.053039,210.769198,0.0
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,gate_iv_safety_short_gate,133.891659,64.052029,0.041492
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,ScenarioComplexity_z,-30.050433,17.879416,0.098814
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,attacker_capability_z,97.566213,69.352062,0.165428
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,defender_capability_z,-89.27041,11.310007,0.0
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,context_document_word_count_z,53.127124,13.448604,0.000236
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__domain_digital_information_systems,-68.797059,52.572978,0.196424
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__domain_finance_markets,-68.840629,39.754907,0.08927
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__domain_governance_law_history,19.433407,44.801142,0.66625
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__domain_health_biomedicine,-15.538921,45.294493,0.732933
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__domain_physical_infrastructure_environment,-61.90118,35.413973,0.086379
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_glm46,-633.472945,199.619963,0.00253
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_gptoss120b,820.412119,202.223721,0.000167
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_gptoss20b,970.413428,202.772838,1.5e-05
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_kimik2,-1043.713721,193.046729,2e-06
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_mistralsmall32,-309.536787,361.356915,0.395599
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_qwen32b,-1420.136293,199.788394,0.0
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__attacker_qwen8b,-1403.682481,231.242797,0.0
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_glm46,74.443335,48.836126,0.133481
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_gptoss120b,88.533739,32.782872,0.00932
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_gptoss20b,34.065436,39.619353,0.393836
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_kimik2,54.140659,38.963836,0.170599
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_mistralsmall32,-183.214864,54.753042,0.001527
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_qwen32b,-26.413868,46.002981,0.568323
style_contamination.attacker_response_len_chars,style_contamination_attacker_response_len_chars,506,__defender_qwen8b,-19.250534,43.661348,0.661109
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,const,920.116394,46.953149,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,gate_iv_safety_short_gate,25.097039,11.937094,0.040374
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,ScenarioComplexity_z,-3.544707,3.446207,0.308437
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,attacker_capability_z,30.732827,14.500362,0.038846
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,defender_capability_z,-29.61399,3.517465,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,context_document_word_count_z,9.082476,3.426761,0.010626
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__domain_digital_information_systems,-27.324896,17.784857,0.1305
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__domain_finance_markets,-27.393215,7.186562,0.000367
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__domain_governance_law_history,4.868655,11.749761,0.680313
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__domain_health_biomedicine,7.858973,10.683454,0.465267
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__domain_physical_infrastructure_environment,-15.849614,7.040446,0.028624
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_glm46,933.885829,52.237901,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_gptoss120b,-249.775153,37.958226,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_gptoss20b,-196.226642,61.093321,0.002264
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_kimik2,-631.299401,41.024796,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_mistralsmall32,-499.374693,75.736638,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_qwen32b,-746.544549,42.042471,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__attacker_qwen8b,-732.601106,50.809681,0.0
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_glm46,28.931173,8.795039,0.001805
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_gptoss120b,45.128932,9.035834,7e-06
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_gptoss20b,34.0875,8.872128,0.000333
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_kimik2,21.27022,14.552593,0.149865
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_mistralsmall32,-46.076036,14.503828,0.002505
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_qwen32b,5.104056,14.533265,0.726859
style_contamination.attacker_response_len_tokens,style_contamination_attacker_response_len_tokens,506,__defender_qwen8b,9.567788,12.197045,0.436344
models.naive_engaged_ols,naive_engaged_ols,503,const,1.048074,0.117709,0.0
models.naive_engaged_ols,naive_engaged_ols,503,mtd_z,0.014238,0.010825,0.194189
models.naive_engaged_ols,naive_engaged_ols,503,ScenarioComplexity_z,0.072953,0.025328,0.005758
models.naive_engaged_ols,naive_engaged_ols,503,attacker_capability_z,-0.021659,0.03271,0.510784
models.naive_engaged_ols,naive_engaged_ols,503,defender_capability_z,-0.163987,0.036606,4.1e-05
models.naive_engaged_ols,naive_engaged_ols,503,context_document_word_count_z,-0.036229,0.022642,0.115631
models.naive_engaged_ols,naive_engaged_ols,503,__domain_digital_information_systems,-0.220699,0.064943,0.001308
models.naive_engaged_ols,naive_engaged_ols,503,__domain_finance_markets,-0.068447,0.090692,0.453822
